,dealer_name,tel,fax,mail,web,types,address,province,postcode
1213,บจก. ชีวธันย์ คอนชั่น,02-986-4582,-,-,-,,88/134 หมู่ที่ 9 ตำบลคลองห้า  อ.คลองหลวง  จ.ปทุมธานี    12120 ,ปทุมธานี,12120
1214,บริษัท เอส.เค.เอ็ม.ฟาสเทนเนอร์ (1991) จำกัด,0-23460907-8,0-23460906,-,-,,88/16 หมู่ที่ 12 ตำบลบางปลา  อ.บางพลี  จ.สมุทรปราการ    10540 ,สมุทรปราการ,10540
1215,บจก. ซิตี้ สตีล โปรดักส์,038-782-064-8,038-782-069-70,-,-,,88/20 หมู่ที่ 10 ถนนบายพาส ตำบลนาป่า อ.เมืองชลบุรี  จ.ชลบุรี    20000 ,ชลบุรี,20000
1216,หจก. กระบี่อำนวยทรัพย์,-,-,-,-,,88/25-26 ถนนมหาราช ตำบลปากน้ำ อ.เมืองกระบี่  จ.กระบี่    81000 ,กระบี่,81000
1217,บจก. ทองธรรม เอ็นจิเนียริ่ง,081-682-2366,-,-,-,,88/33-34 หมู่ที่ 9 ตำบลเชียงรากน้อย  อ.บางปะอิน  จ.พระนครศรีอยุธยา    13180 ,พระนครศรีอยุธยา,13180
1218,บจก. ซีอาร์ซี ไทวัสดุ (สาขาสระบุรี),-,-,-,-,,88/9 หมู่ที่ 8 ตำบลตลิ่งชัน  อ.เมืองสระบุรี  จ.สระบุรี 18000 ,สระบุรี,
1219,บริษัท ส.รุ่งเรืองเพนท์ จำกัด,7466050-9,398-3801/398-2948,-,-,,882 ซอยอุดมสุข 48 ถนนอุดมสุข แขวงบางนา เขตบางนา  จ.กรุงเทพมหานคร    10260 ,กรุงเทพมหานคร,10260
1220,บริษัท เค ที ซี โฮม จำกัด,038-219735-7,038  219739,-,-,,"887,888 หมู่ที่ 6 ตำบลหนองใหญ่   อ.หนองใหญ่  จ.ชลบุรี    20190 ",ชลบุรี,20190
1221,บริษัท เวิร์คแมน เฮฟวี่ อินดัสทรี (ไทยแลนด์) จำกัด,0-2816-9740,0-2816-9745,-,-,,888/2 หมู่ที่ 9 ถนนประชาอุทิศ-คู่สร้าง ตำบลในคลองบางปลากด อ.พระสมุทรเจดีย์  จ.สมุทรปราการ    10290 ,สมุทรปราการ,10290
1222,สิริชัยเสาปูน,044-143208,044-143028,-,-,,89/1-4 หมู่ที่ 7 ถนนสุรินทร์-ปราสาท ตำบลเฉนียง  อ.เมืองสุรินทร์  จ.สุรินทร์    32000 ,สุรินทร์,32000
1223,บริษัท ฮาร์ดแวร์ เฮาส์ แอนด์ โฮมโปรดักส์ จำกัด,02-705-5335,707-2228,-,-,,89/9 หมู่ที่ 7 ถนนบางนา-ตราด กม.25 ตำบลบางเสาธง  อ.บางเสาธง  จ.สมุทรปราการ    10540 ,สมุทรปราการ,10540
1224,บริษัท เดอะ ทรี ซอร์สซิ่ง จำกัด,038-219735-6,-,-,-,,891 หมู่ที่ 6 ตำบลหนองใหญ่  อ.หนองใหญ่  จ.ชลบุรี    20190 ,ชลบุรี,20190
1225,บริษัท ระเบียงสวน พรอพเพอร์ตี้ จำกัด,025402333 025...,25407935,-,-,,899/5-6 ซอยสุขุมวิท 101 แขวงบางจาก เขตพระโขนง   จ.กรุงเทพมหานคร    10260 ,กรุงเทพมหานคร,10260
1226,หจก. พรพูลผล,-,-,-,-,,9 ถนนสวัสดิการ 2 ซอย10 แขวงหนองแขม  เขตหนองแขม  จ.กรุงเทพมหานคร    10160 ,กรุงเทพมหานคร,10160
1227,ประภากร,045-697262,045-697262,-,-,,9 หมู่ที่ 1 ตำบลพิมายเหนือ  อ.ปรางค์กู่  จ.ศรีสะเกษ    33170 ,ศรีสะเกษ,33170
1228,บจก. ตรีทอง ดีเวลลอปเมนท์,075-501704,075-501841,-,-,,9 หมู่ที่ 2 ตำบลทุ่งยาว  อ.ปะเหลียน  จ.ตรัง    92180 ,ตรัง,92180
1229,บจก. ซุปเปอร์ชีป (สาขาเชิงทะเล),076-527677,-,-,-,,9 หมู่ที่ 5 ตำบลเชิงทะเล  อ.ถลาง  จ.ภูเก็ต    83000 ,ภูเก็ต,83000
1230,โรงไม้ขายถูก,035-391049/23...,035-239-233,-,-,,9 หมู่ที่ 2 ตำบลตาลาน  อ.ผักไห่  จ.พระนครศรีอยุธยา    13120 ,พระนครศรีอยุธยา,13120
1231,หจก. วี.เอ็ม.ที. เอ็นจิเนียริ่ง,0-21833581-2,0-27543406,-,-,,9/2 หมู่ที่ 2 ตำบลสำโรงใต้  อ.พระประแดง  จ.สมุทรปราการ    10130 ,สมุทรปราการ,10130
1232,บริษัท พิราม จำกัด,21707323,21707322,-,-,,9/222 หมู่บ้านมัณฑนา รามอินทราวงแหวน 2 ถนนกาญจนาภิเษก แขวงคันนายาว เขตคันนายาว  จ.กรุงเทพมหานคร    10230 ,กรุงเทพมหานคร,10230
1233,บริษัท 48 แอร์เทค จำกัด,0-25774685,0-25774686,-,-,,9/26 หมู่ที่ 4 ถนนรังสิต-นครนายก ตำบลบางยี่โถ .  จ.ปทุมธานี    12130 ,ปทุมธานี,12130
1234,บริษัท สหยนต์ เอ็นเนอร์ยี่ จำกัด,0-26743232,-,-,-,,9/5 หมู่ที่ 4 ตำบลประดู่งาม  อ.ศรีเทพ  จ.เพชรบูรณ์    67170 ,เพชรบูรณ์,67170
1235,บจก. บ้านสีบ้านสวย,02-403-3340,02-403-3339,-,-,,9/59 หมู่ที่ 9 ถนนกาญจนาภิเษก ตำบลบางม่วง อ.บางใหญ่  จ.นนทบุรี    11140 ,นนทบุรี,11140
1236,หจก. พังงาค้าวัสดุ,076-411727,076-413621,-,-,,9/9-10 ถนนเทศบาลบำรุง ตำบลท้ายช้าง  อ.เมืองพังงา  จ.พังงา    82000 ,พังงา,82000
1237,หจก. ไทยวัฒนาแม่สอด,-,-,-,-,,90 ถนนสายเอเชีย ตำบลแม่สอด  อ.แม่สอด  จ.ตาก    63110 ,ตาก,63110
1238,หจก. แม่สอดวัสดุก่อสร้าง,-,-,-,-,,90 ถนนสายเอเชีย ตำบลแม่สอด  อ.แม่สอด  จ.ตาก    63110 ,ตาก,63110
1239,บมจ. สยามโกลบอลเฮ้าส์ สาขา อุบลราชธานี,-,-,-,-,,90 หมู่ที่ 2 ตำบลธาตุ  อ.วารินชำราบ  จ.อุบลราชธานี    34190 ,อุบลราชธานี,34190
1240,บริษัท พรพัฒนาพร็อพเพอร์ตี้ จำกัด,-,23825070,-,-,,90/12 หมู่ที่ 20 ซอยบุญมีทรัพย์ ถนนบางพลี-ตำหรุ ต.บางพลีใหญ่ อ.บางพลี  จ.สมุทรปราการ    10540 ,สมุทรปราการ,10540
1241,บริษัท ซี.อี.เอส จำกัด,0-2636-7788,0-2636-7788-119,-,-,,90/22-25 อาคารสาธรธานี ชั้นที่ 10 ถนนสาทรเหนือ แขวงสีลม เขตบางรัก  จ.กรุงเทพมหานคร    10500 ,กรุงเทพมหานคร,10500
1242,บริษัท ชนัญญา คอนสตรัคชั่น จำกัด,02-729-6783,02-729-6951,-,-,,90/359 หมู่ที่ 8 ตำบลบางครุ  อ.พระประแดง  จ.สมุทรปราการ    10130 ,สมุทรปราการ,10130
1243,บริษัท ไทยสยามนคร พร็อพเพอร์ตี้ จำกัด,02-468-9000,02-468-9000,-,-,,909/1 ชั้น 5 ห้อง 501 ถนนสมเด็จพระเจ้าตากสิน แขวงดาวคะนอง เขตธนบุรี  จ.กรุงเทพมหานคร    10600 ,กรุงเทพมหานคร,10600
1244,บริษัท ถาวรกิจ ซัพพลาย จำกัด,081-1717988,27599807,-,-,,91 หมู่ที่ 7 ตำบลบางเมือง  อ.เมืองสมุทรปราการ  จ.สมุทรปราการ    10270 ,สมุทรปราการ,10270
1245,บริษัท มิชิโกะ เทรดดิ้ง (ประเทศไทย) จำกัด,0-2643-8055,0-2643-8055,-,-,,91/1 ถนนพระราม 9 แขวงห้วยขวาง  เขตห้วยขวาง  จ.กรุงเทพมหานคร    10310 ,กรุงเทพมหานคร,10310
1246,บริษัท แอทติจูด จำกัด,025034935-37,25034970,-,-,,91/158 หมู่ที่ 5 ตำบลบ้านใหม่ อ.ปากเกร็ด  จ.นนทบุรี    11120 ,นนทบุรี,11120
1247,บริษัท ฟ้าไทย คอร์ปอเรชั่น จำกัด,0-23692573-74,0-23692575,-,-,,919 ซอยพัฒนาการ 30 ถนนพัฒนาการ แขวงสวนหลวง เขตสวนหลวง  จ.กรุงเทพมหานคร    10250 ,กรุงเทพมหานคร,10250
1248,บริษัท เค วี เอ็ม เอ็นจิเนียริ่ง จำกัด,806966438,53011739,-,-,,92 หมู่ที่ 11 ตำบลสันปูเลย  อ.ดอยสะเก็ด  จ.เชียงใหม่    50220 ,เชียงใหม่,50220
1249,บริษัท ฟูจิตสึ เจเนอรัล (ประเทศไทย) จำกัด,038-490-198,(038) 490-195-6,-,-,,92/9 หมู่ที่ 2 นิคมอุตสาหกรรมแหลมฉบัง เขตอุตสาหกรรมส่งออก ถนนสุขุมวิท ตำบลทุ่งสุขลา อ.ศรีราชา  จ.ชลบุรี    20230 ,ชลบุรี,20230
1250,สุริยนการค้า (กู้),074-245323,-,-,-,,93/19 ถนนเสน่หานุสรณ์ ตำบลหาดใหญ่  อ.หาดใหญ่  จ.สงขลา    90110 ,สงขลา,90110
1251,บริษัท ไทย อี พี ซี คอร์ปอเรชั่น จำกัด,02-9414379,02-9414375,-,-,,93/69 ซอยแจ้งวัฒนะ 13 ถนนแจ้งวัฒนะ แขวงทุ่งสองห้อง เขตหลักสี่  จ.กรุงเทพมหานคร    10210 ,กรุงเทพมหานคร,10210
1252,หจก. จักรวาลแมชชีนทูล,(044) 245470,(044) 259 423,-,-,,936-940 ถนนมิตรภาพ ตำบลในเมือง   อ.เมืองนครราชสีมา  จ.นครราชสีมา    30000 ,นครราชสีมา,30000
1253,บริษัท พรช ซายน์ จำกัด,21156393,-,-,-,,95/195 หมู่ที่ 3 ตำบลบางเมือง อ.เมืองสมุทรปราการ  จ.สมุทรปราการ    10270 ,สมุทรปราการ,10270
1254,บริษัท เอ็มซี ยูนิเทค จำกัด,-,-,-,-,,95/21 หมู่ที่ 13 ตำบลบางพลีใหญ่  อ.บางพลี  จ.สมุทรปราการ    10540 ,สมุทรปราการ,10540
1255,บริษัท เรืองวนาคอนสตรัคชั่น จำกัด,-,-,-,-,,95/257 หมู่ที่ 5 ถนนติวานนท์ ตำบลปากเกร็ด อ.ปากเกร็ด  จ.นนทบุรี    11120 ,นนทบุรี,11120
1256,บริษัท ที เอส อินเตอร์ซีทส์ จำกัด,02  3131920-67,(662) 3131968-68,-,-,,954-961 หมู่ที่ 15 ถนนเทพารักษ์ ตำบลบางเสาธง  อ.บางเสาธง  จ.สมุทรปราการ    10540 ,สมุทรปราการ,10540
1257,บริษัท อาร์คอนกรุ๊ป จำกัด,086-3288885,02-2747741,-,-,,955/8 ซอยวิจิตรชัย แขวงห้วยขวาง  เขตห้วยขวาง  จ.กรุงเทพมหานคร    10310 ,กรุงเทพมหานคร,10310
1258,หจก. ยรรยงวัฒนาหาดใหญ่,(074) 244889/...,074-244889/365773,-,-,,956 ถนนเพชรเกษม ตำบลหาดใหญ่   อ.หาดใหญ่  จ.สงขลา    90110 ,สงขลา,90110
1259,บริษัท สีมาอินเตอร์โปรดักส์ จำกัด,080-0656446,038-502075,-,-,,"96/10-11, 96/15-21 หมู่ที่ 7 ตำบลเกาะขนุน  อ.พนมสารคาม  จ.ฉะเชิงเทรา    24120 ",ฉะเชิงเทรา,24120
1260,บริษัท อริยา เพ้นท์ จำกัด,02-965-7755,02-965-772-24,-,-,,96/6 หมู่ที่ 8 ตำบลบางกระสอ  อ.เมืองนนทบุรี  จ.นนทบุรี    11000 ,นนทบุรี,11000
1261,หจก. เอส.ที.ออล กลาส แอนด์ มาสเตอร์ เพ้นท์,089-599-8908,-,-,-,,97/20 หมู่ที่ 3 ตำบลคลองแห  อ.หาดใหญ่  จ.สงขลา    90110 ,สงขลา,90110
1262,เจริญกิจ,02-5857991,02-9123188,-,-,,97-99 ถนนประชาราษฎร์ แขวงบางซื่อ  เขตบางซื่อ  จ.กรุงเทพมหานคร    10800 ,กรุงเทพมหานคร,10800
1263,บริษัท เอเบิล ซาโน่อินดัสตรีส์ (1996) จำกัด,035-350-880,035-350-881,-,-,,98 หมู่ที่ 1 นิคมอุตสาหกรรมไฮเทค ตำบลบ้านเลน  อ.บางปะอิน  จ.พระนครศรีอยุธยา    13160 ,พระนครศรีอยุธยา,13160
1264,ศรีทวี ฮาร์ดแวร์ แอนด์ เพ้นท์,02-8912082/01...,-,-,-,,98/1 ถนนอิสรภาพ  แขวงวัดอรุณ   เขตบางกอกใหญ่  จ.กรุงเทพมหานคร    10600 ,กรุงเทพมหานคร,10600
1265,บริษัท เดอะวิน เอ็นจิเนียริ่งแลนด์ ซัพพลาย จำกัด,21944052,21944052,-,-,,98/502 หมู่ที่ 11 ตำบลบางบัวทอง  อ.บัวทอง  จ.นนทบุรี    11110 ,นนทบุรี,11110
1266,บจก. กู๊ด คัลเลอร์ เซ็นเตอร์,02-611-0872-5,02-611-0452,-,-,,98/8 หมู่ที่ 6 ตำบลกระทุ่มล้ม  อ.สามพราน  จ.นครปฐม    73220 ,นครปฐม,73220
1267,บริษัท ยูนิค เอ็ม คอนสตรัคชั่น จำกัด,0-27462243,0-23981795,-,-,,988/46 ซอยวชิรธรรมสาธิต 57 ถนนสุขุมวิท แขวงบางจาก เขตพระโขนง  จ.กรุงเทพมหานคร    10260 ,กรุงเทพมหานคร,10260
1268,สมานมิตรวัสดุก่อสร้าง,045-789441,-,-,-,,99 หมู่ที่ 12 ตำบลกุดชุม  อ.กุดชุม  จ.ยโสธร    35140 ,ยโสธร,35140
1269,บจก. ซีอาร์ซี ไทวัสดุ (สาขาฉะเชิงเทรา),-,-,-,-,,99 หมู่ที่ 2 ตำบลโสธร  อ.เมืองฉะเชิงเทรา  จ.ฉะเชิงเทรา    24000 ,ฉะเชิงเทรา,24000
1270,บริษัท เอฟ-เทค เอ็มเอฟจี (ไทยแลนด์) จำกัด,035-746700-9,035-746710,-,-,,99 หมู่ที่ 3 ตำบลบ้านช้าง  อ.อุทัย  จ.พระนครศรีอยุธยา    13210 ,พระนครศรีอยุธยา,13210
1271,เจ๊เนี๊ยวรวมวัสดุ 2,091-838-4878,-,-,-,,99 หมู่ที่ 5 ตำบลป่าแฝก  อ.กงไกรลาศ  จ.สุโขทัย    64170 ,สุโขทัย,64170
1272,บมจ. โฮมโปรดักส์ เซ็นเตอร์ -สาขาลำลูกกา,-,-,-,-,,99 หมู่ที่ 6 ตำบลบึงคำพร้อย  อ.ลำลูกกา  จ.ปทุมธานี    12150 ,ปทุมธานี,12150
1273,บริษัท พี.วี.ดี.อินเตอร์เนชั่นแนล จำกัด,080-0460001,044-761081,-,-,,"99,289 หมู่ที่ 4 ถนนหมายเลข 24 - หนองยายเทียม ตำบลหนองหัวแรต อ.หนองบุญมาก  จ.นครราชสีมา    30410 ",นครราชสีมา,30410
1274,บจก. ซีอาร์ซี ไทวัสดุ (สาขาปทุมธานี),-,-,-,-,,99/10 หมู่ที่ 5 ตำบลบางเดื่อ  อ.เมืองปทุมธานี  จ.ปทุมธานี    12000 ,ปทุมธานี,12000
1275,บริษัท เอส.พี.ที. ฟลอร์ริ่ง จำกัด,089-0909112,02-944-0986,-,-,,99/1070 หมู่ที่ 3 ซอย 72 ถนนรังสิต-นครนายก ตำบลลำผักกูด อ.ธัญบุรี  จ.ปทุมธานี    12110 ,ปทุมธานี,12110
1276,บริษัท เจ.เอส.เอ. เอ็นจิเนียริ่ง ซัพพลาย จำกัด,02-9913338-9,02-9913110,-,-,,99/129 หมู่ที่ 2  ซอยสายไหม 22 ถนนสายไหม แขวงสายไหม  เขตสายไหม  จ.กรุงเทพมหานคร    10220 ,กรุงเทพมหานคร,10220
1277,บริษัท สีสันปทุม จำกัด,086-332-8840,-,-,-,,99/13 ถนนปทุม-สามโคก ตำบางปรอก  อ.เมืองปทุมธานี  จ.ปทุมธานี    12000 ,ปทุมธานี,12000
1278,บริษัท พี.ดี. โปรเจ็คท์เพ้นท์ จำกัด,-,-,-,-,,99/192 ถนนรัชดาภิเษก แขวงลาดยาว  เขตจตุจักร  จ.กรุงเทพมหานคร    10900 ,กรุงเทพมหานคร,10900
1279,บจก. ซีอาร์ซี ไทวัสดุ (สาขาเชียงราย),-,-,-,-,,99/20 หมู่ที่ 13 ตำบลสันทราย  อ.เมืองเชียงราย  จ.เชียงราย    57000 ,เชียงราย,57000
1280,ช่อทิพย์ฮาร์ดแวร์,086-777-7836,-,-,-,,99/2172-3  หมู่ที่ 7 ซอยท่าข้าม 30 ถนนท่าข้าม แขวงแสมดำ เขตบางขุนเทียน  จ.กรุงเทพมหานคร    10150 ,กรุงเทพมหานคร,10150
1281,บริษัท ช.บางกอกเพ้นท์ จำกัด,0-25110330,0-25124618,-,-,,99/250 ซอยเกิดผล ถนนรัชดาภิเษก แขวงจันทรเกษม เขตจตุจักร  จ.กรุงเทพมหานคร    10900 ,กรุงเทพมหานคร,10900
1282,บริษัท ช.บางกอกกรุ๊ป (1994) จำกัด,513-6377/ 511...,02-5136377,-,-,,99/250 ซอยเกิดผล ถนนรัชดาภิเษก แขวงจันทร์เกษม  เขตจตุจักร  จ.กรุงเทพมหานคร    10900 ,กรุงเทพมหานคร,10900
1283,บจก. ฮาร์ดแวร์ เฮาส์ แอนด์ โฮมโปรดักส์ สาขาศรีราชา,038-320900,038-320901,-,-,,99/25-27 หมู่ที่ 10 ตำบลหนองขาม  อ.ศรีราชา  จ.ชลบุรี    20230 ,ชลบุรี,20230
1284,บริษัท ธนโชติอุดมสุข จำกัด,02-9229884,02-9229885,-,-,,99/30 หมู่ที่ 13 หมู่บ้าานดุสิตบุรี ตำบลบางบัวทอง  อ.บางบัวทอง  จ.นนทบุรี    11110 ,นนทบุรี,11110
1285,ร้าน จึงเคียงหมง (สีพ่น),032 211085,-,-,-,,99/32 ซอยรัตนพงษ์ (หลังตึกสีลูกกวาด) ถนนทรงพล  อ.บ้านโป่ง  จ.ราชบุรี    70110 ,ราชบุรี,70110
1286,บริษัท ซีซีเอ็ม เอ็นจิเนียริ่ง แอนด์ เซอร์วิส จำกัด,034-871-676,034-871-676,-,-,,99/32-33 หมู่ที่ 2 ตำบลพันท้ายนรสิงห์  อ.เมืองสมุทรสาคร  จ.สมุทรสาคร    74000 ,สมุทรสาคร,74000
1287,บริษัท เสาหลักก่อสร้าง จำกัด,29656400,29656406,-,-,,99/379 หมู่ที่ 8 ซอยรัตนาธิเบศร์ 17 ถนนรัตนาธิเบศร์ ตำบลบางกระสอ อ.เมืองนนทบุรี  จ.นนทบุรี    11000 ,นนทบุรี,11000
1288,บริษัท เก้าฉัตรก่อสร้าง จำกัด,086-777-7354,086-777-7354,-,-,,99/440 หมู่ที่ 4 ตำบลบางพลีใหญ่  อ.บางพลี  จ.สมุทรปราการ    10540 ,สมุทรปราการ,10540
1289,บริษัท เก้าฉัตรเอ็นจิเนียริ่ง จำกัด,27510265,27511421,-,-,,99/440 หมู่ที่ 4 ตำบลบางพลีใหญ่  อ.บางพลี  จ.สมุทรปราการ    10540 ,สมุทรปราการ,10540
1290,บริษัท แสงสมบูรณ์ วิศวกรรม จำกัด,29783599,29783598,-,-,,99/5 หมู่ที่ 12 ซอยวัดไพร่ฟ้า  ตำบลบางคูวัด อ.เมืองปทุมธานี  จ.ปทุมธานี    12000 ,ปทุมธานี,12000
1291,เก่งฮาร์ดแวร์,084-5346369,-,-,-,,99/5 หมู่ที่ 8 ตำบลเดิมบาง  อ.เดิมบางนางบวช  จ.สุพรรณบุรี    72120 ,สุพรรณบุรี,72120
1292,บริษัท วุฒิธรรมเอ็นจิเนียริ่ง จำกัด,0-21914757,0-21914788,-,-,,99/500 หมู่ที่ 2 ตำบลคลองหนึ่ง  อ.คลองหลวง  จ.ปทุมธานี    12120 ,ปทุมธานี,12120
1293,บมจ. สยามโกลบอลเฮ้าส์ สาขานครสวรรค์,056-245567,-,-,-,,99/6 หมู่ที่ 10 ตำบลหนองกรด  อ.เมืองนครสวรรค์  จ.นครสวรรค์    60240 ,นครสวรรค์,60240
1294,บริษัท ภัทร์สิริย์ คอนสตรัคชั่น แอนด์ เพ้นท์ จำกัด,23321619,0-27422-775,-,-,,99/84 ซอยอ่อนนุช 21/1 ถนนสุขุมวิท แขวงสวนหลวง ตำบลบางน้ำจืด เขตสวนหลวง  จ.กรุงเทพมหานคร    10250 ,กรุงเทพมหานคร,10250
1295,หจก. กริซซี่ คอนสตรั๊คชั่น,02-533-3645,02-533-3816,-,-,,99/97 ซอยสายไหม 74 (หมู่บ้านศรีวิมลวิลล์) แขวงสายไหม เขตสายไหม  จ.กรุงเทพมหานคร    10220 ,กรุงเทพมหานคร,10220
1296,บริษัท ภาคภูมิการเคหะ จำกัด,02-896-2690,02-896-2690,-,-,,99/99 หมู่ที่ 1 ถนนพระราม 2  อ.เมืองสมุทรสาคร  จ.สมุทรสาคร    74000 ,สมุทรสาคร,74000
1297,บริษัท เคมปิน สยาม จำกัด,02-1629000,-,-,-,,991/9 ถนนพระราม 1 แขวงปทุมวัน  เขตปทุมวัน  จ.กรุงเทพมหานคร    10330 ,กรุงเทพมหานคร,10330
1298,บจก. ป. คัลเลอร์ แอนด์ พาร์ท ,034-253 173,034-270094,-,-,,994/5 ถนนเพชรเกษม ตำบลห้วยจรเข้   อ.เมืองนครปฐม  จ.นครปฐม    73000 ,นครปฐม,73000
1299,บจก. ซีอาร์ซี ไทวัสดุ (สาขาจันทบุรี),-,-,-,-,,999 หมู่ที่ 2 ตำบลท่าช้าง  อ.เมืองจันทบุรี  จ.จันทบุรี    22000 ,จันทบุรี,22000
1300,บจก. บุญถาวรเซรามิค สาขาเกษตร-นวมินทร์,02-943-9000,-,-,-,,"999,999/1 ซอยประเสริฐมนูกิจ 33  ถนนปร แขวงนวลจันทร์  เขตบึงกุ่ม  จ.กรุงเทพมหานคร    10240 ",กรุงเทพมหานคร,10240
1301,บจก. ซีอาร์ซี ไทวัสดุ (สาขาระยอง),-,-,-,-,,999/9 หมู่ที่ 1 ตำบลเชิงเนิน  อ.เมืองระยอง  จ.ระยอง    21000 ,ระยอง,21000
1302,บริษัท อินเตอร์เนชั่นแนล โปรเจค เซอร์วิส (เอเชีย) จำกัด,391-2751/390-...,390-2925,-,-,,ซอยโรงเรียนเกษมพาณิชยการ ถนนสุขุมวิท 71 แขวงคลองตันเหนือ  เขตวัฒนา  จ.กรุงเทพมหานคร    10110 ,กรุงเทพมหานคร,10110
1303,บจก. ซีอาร์ซี ไทวัสดุ,-,-,-,-,,เซาท์ทาวเวอร์(จิวเวลรี่เทรดเซ็นเตอร์ ห้อง 1-5 ชั้นที่ 15 เลขที่ 919/555 แขวงสีลม เขตบางรัก  จ.กรุงเทพมหานคร    10500 ,กรุงเทพมหานคร,10500
1304,บริษัท ดารามิค (ประเทศไทย) จำกัด,037-270-832-3,037-270-888,-,-,,นิคมอุตสาหกรรม 304  227 หมู่ที่ 7 ตำบลท่าตูม  อ.ศรีมหาโพธิ  จ.ปราจีนบุรี    25140 ,ปราจีนบุรี,25140
1305,บริษัท ทวีมงคล จำกัด,24342783,24342783,-,-,,23/3 หมู่ที่ 6 ถนนเลียบคลองทวีวัฒนา ตำบลศาลายา อ.พุทธมณฑล  จ.นครปฐม    73170 ,นครปฐม,73170
1306,บริษัท ทิพย์โฮลดิ้ง จำกัด,02-3825111,02-3825070,-,-,,90/12 หมู่ที่ 20 ตำบลบางพลีใหญ่  อ.บางพลี  จ.สมุทรปราการ    10540 ,สมุทรปราการ,10540
1307,บริษัท วินซี่เมคเกอร์ จำกัด,34986624,-,-,-,,1/20 หมู่ที่ 4 ตำบลลำพยา อ.เมืองนครปฐม  จ.นครปฐม    73000 ,นครปฐม,73000
1308,บริษัท สุริยเทพ คอนสตรัคชั่น จำกัด,23194838,23197078,-,-,,1331/4 ถนนพัฒนาการ แขวงสวนหลวง เขตสวนหลวง  จ.กรุงเทพมหานคร    10250 ,กรุงเทพมหานคร,10250
1309,บริษัท สุวรรณ์ เพ้นท์ จำกัด,29521163,29976071,-,-,,33 ซอยประชานิเวศน์ 3 ซอย 10 ถนนสามัคคี ตำบลท่าทราย อ.เมืองนนทบุรี  จ.นนทบุรี    11000 ,นนทบุรี,11000
1310,บมจ. โฮมโปรดักส์ เซ็นเตอร์  -สาขาพระราม 2,-,-,-,-,,45/581  หมู่ที่ 6  แขวงแสมดำ เขตบางขุนเทียน  จ.กรุงเทพมหานคร    10150 ,กรุงเทพมหานคร,10150
1311,บมจ. โฮมโปรดักส์ เซ็นเตอร์ -สาขารามคำแหง,-,-,-,-,,647/19  ถนนรามคำแหง (สุขาภิบาล 3) เขตบางกะปิ  จ.กรุงเทพมหานคร    10240 ,กรุงเทพมหานคร,10240
1312,บมจ. โฮมโปรดักส์ เซ็นเตอร์ -สาขาแฟชั่นไอส์แลนด์,9476365,-,-,-,,587-589  ถนนรามอินทรา เขตคันนายาว  จ.กรุงเทพมหานคร    10230 ,กรุงเทพมหานคร,10230
1313,บมจ. โฮมโปรดักส์ เซ็นเตอร์ -สาขารัชดาภิเษก,6412900,6412899,-,-,,125  ถนนรัชดาภิเษก แขวงดินแดง เขตดินแดง  จ.กรุงเทพมหานคร    10320 ,กรุงเทพมหานคร,10320
1314,บริษัท เกรียงยง อินเตอร์เนชั่นแนล จำกัด,(02) 2798490-7,(02) 279 8841,-,-,,42/29 ซอยอินทามระ1 เขตพญาไท  จ.กรุงเทพมหานคร    10400 ,กรุงเทพมหานคร,10400
1315,บริษัท ศิริภัณฑ์เทรดดิ้ง จำกัด,2827770-1,-,-,-,,199-201 ถนนนครสวรรค์ แขวงวัดโสมนัส เขตป้อมปราบศัตรูพ่าย  จ.กรุงเทพมหานคร    10100 ,กรุงเทพมหานคร,10100
1316,บริษัท แสงฟ้า พี.เอส.เอ็ม. จำกัด,2385040,2384259,-,-,,5/1-5/2 ซอยเจริญกรุง 35 เขตสัมพันธวงศ์  จ.กรุงเทพมหานคร    10100 ,กรุงเทพมหานคร,10100
1317,บริษัท โฮมวันเพ้นท์ แอนด์ คอนแมท จำกัด,(02) 281-4364,(02) 280-1870,-,-,,340 ถนนสรรพาวุธ  แขวงบางนา เขตบางนา  จ.กรุงเทพมหานคร    10260 ,กรุงเทพมหานคร,10260
1318,ประดิษฐ์ภัณฑ์,(02) 2941806,(02) 2940927,-,-,,608/22 ถนนสาธุประดิษฐ์ แขวงบางโพงพาง เขตยานนาวา  จ.กรุงเทพมหานคร    10120 ,กรุงเทพมหานคร,10120
1319,ร้าน ชวนวัฒนา,4279545,-,-,-,,127/64-65 หมู่ที่ 9 ซอยประชาอุทิศ 27/1 เขตราษฎร์บูรณะ  จ.กรุงเทพมหานคร    10140 ,กรุงเทพมหานคร,10140
1320,ร้าน สงวนเคหะภัณฑ์,02-5091269,-,-,-,,126/152 หมู่ที่ 8 ซอยวัชรพล ถนนรามอินทรา เขตบางเขน  จ.กรุงเทพมหานคร    10230 ,กรุงเทพมหานคร,10230
1321,ร้านวินเนอร์ ฮาร์ดแวร์,02-5090899,02-5090899,-,-,,4/1394-5 หมู่ที่ 7 ถนนนวมินทร์ เขตบึงกุ่ม  จ.กรุงเทพมหานคร    10230 ,กรุงเทพมหานคร,10230
1322,หจก. เอ็ม.วี.เคหะภัณฑ์,235-2799/ 237...,237-8598,-,-,,1271 ถนนเจริญกรุง แขวงสุริยวงศ์ เขตบางรัก  จ.กรุงเทพมหานคร    10500 ,กรุงเทพมหานคร,10500
